ville_nom,ville_code_postal,ville_population_2012,ville_longitude_deg,ville_latitude_deg
BUHL,68530,3300,7.18333,47.9333
MASEVAUX,68290,3300,7,47.7833
MARCY-L'ETOILE,69280,3300,4.71667,45.7833
MONCE-EN-BELIN,72230,3300,0.2,47.9
RUAUDIN,72230,3300,0.266667,47.95
BARBY,73230,3300,5.98333,45.5667
VEIGY-FONCENEX,74140,3300,6.25,46.2667
SAINT-LEGER-DU-BOURG-DENIS,76160,3300,1.15,49.4333
OFFRANVILLE,76550,3300,01.05,49.8667
ANNET-SUR-MARNE,77410,3300,2.71667,48.9167
POMPONNE,77400,3300,2.68333,48.8833
SAINT-SOUPPLETS,77165,3300,2.8,49.0333
ABLIS,78660,3300,1.84167,48.5167
ROCQUENCOURT,78150,3300,2.11667,48.8333
HOUDAN,78550,3300,1.6,48.7833
ECHIRE,79410,3300,-0.4,46.3833
MERS-LES-BAINS,80350,3300,1.38333,50.0667
SAIX,81710,3300,2.18333,43.5833
SAINT-ETIENNE-DE-TULMONT,82410,3300,1.46667,44.05
LA CROIX-VALMER,83420,3300,6.56667,43.2
CHAVAGNES-EN-PAILLERS,85250,3300,-1.25,46.9
ELOYES,88510,3300,6.61667,48.1
BRUYERES,88600,3300,6.71667,48.2
MOYENMOUTIER,88420,3300,6.91667,48.3833
ANOULD,88650,3300,6.95,48.1833
CHAUMONTEL,95270,3300,2.43333,49.1167
PROPRIANO,20110,3300,8.90417,41.675
SINNAMARY,97315,3242,5.37686,-52.9532
ORNEX,1210,3200,6.1,46.2833
LAPALISSE,3120,3200,3.63333,46.25
CREUZIER-LE-VIEUX,3300,3200,3.43333,46.1667
DOMPIERRE-SUR-BESBRE,3290,3200,3.68333,46.5167
VEYNES,5400,3200,5.81667,44.5333
COLOMARS,6670,3200,7.21667,43.7667
LA TURBIE,6320,3200,7.4,43.75
SAINT-VALLIER-DE-THIEY,6460,3200,6.85,43.7
CHATEAUNEUF-GRASSE,6740,3200,6.97501,43.675
CARIGNAN,8110,3200,5.16667,49.6333
VILLERS-SEMEUSE,8000,3200,4.75,49.7333
LES NOES-PRES-TROYES,10420,3200,4.03333,48.3
FLEURY,11560,3200,3.135,43.2284
BRAM,11150,3200,2.11667,43.25
OLEMPS,12510,3200,2.56667,44.35
SAINT-ANDIOL,13670,3200,4.95,43.8333
LUC-SUR-MER,14530,3200,-0.35,49.3
DEMOUVILLE,14840,3200,-0.266667,49.1833
LA ROCHEFOUCAULD,16110,3200,0.383333,45.7333
DOLUS-D'OLERON,17550,3200,0.739168,45.9112
LA CHAPELLE-SAINT-URSIN,18570,3200,2.31667,47.0667
BORT-LES-ORGUES,19110,3200,2.5,45.4
UZERCHE,19140,3200,1.56667,45.4167
PLOEUC-SUR-LIE,22150,3200,1.24222,48.3464
PLELO,22170,3200,-2.95,48.5667
PLOUBAZLANEC,22620,3200,-3.03333,48.8
EXINCOURT,25400,3200,6.83333,47.5
L'ISLE-SUR-LE-DOUBS,25250,3200,6.58333,47.45
SAONE,25660,3200,6.11667,47.2333
THISE,25220,3200,6.08333,47.2833
LA ROCHE-DE-GLUN,26600,3200,4.85,45
MALISSARD,26120,3200,4.96667,44.9
EZY-SUR-EURE,27530,3200,1.41667,48.8667
LE BOSC-ROGER-EN-ROUMOIS,27670,3200,0.924167,49.2898
SENONCHES,28250,3200,1.03333,48.55
ILLIERS-COMBRAY,28120,3200,1.2475,48.3006
PLOUGASNOU,29630,3200,-3.8,48.7
PLOUGONVEN,29640,3200,-3.71667,48.5167
MELGVEN,29140,3200,-3.83333,47.9
BENODET,29950,3200,-4.11667,47.8667
ELLIANT,29370,3200,-3.88333,48
SAINT-LAURENT-D'AIGOUZE,30220,3200,4.2,43.6333
BESSEGES,30160,3200,4.1,44.2833
GALLARGUES-LE-MONTUEUX,30660,3200,4.17278,43.7212
BAZIEGE,31450,3200,1.61667,43.45
CANET,34800,3200,3.5,43.6
TINTENIAC,35190,3200,-1.85,48.3167
GUIGNEN,35580,3200,-1.85,47.9167
CINQ-MARS-LA-PILE,37130,3200,0.466667,47.35
SAINT-CLAIR-DE-LA-TOUR,38110,3200,5.48333,45.5667
SAINT-AIGNAN,41110,3200,1.38333,47.2667
OUDON,44521,3200,-1.28333,47.35
BOURGNEUF-EN-RETZ,44580,3200,-1.95,47.05
LE BIGNON,44140,3200,0.509445,47.0984
PANNES,45700,3200,2.66667,48.0167
BIAS,47300,3200,0.683333,44.4167
MIRAMONT-DE-GUYENNE,47800,3200,0.366667,44.6
POUANCE,49420,3200,-1.16667,47.75
JALLAIS,49510,3200,-0.866667,47.2
SAINT-PIERRE-MONTLIMART,49110,3200,-1.03333,47.2667
ISIGNY-LE-BUAT,50540,3200,-1.16667,48.6167
AZE,53200,3200,-0.683333,47.8167
BELLEVILLE-SUR-MEUSE,55430,3200,5.38333,49.1833
REVIGNY-SUR-ORNAIN,55800,3200,4.98333,48.8333
MAURON,56430,3200,-2.3,48.0833
SPICHEREN,57350,3200,6.96667,49.2
PUTTELANGE-AUX-LACS,57510,3200,6.93084,49.0525
IWUY,59141,3200,3.31667,50.2333
ANOR,59186,3200,4.1,50
HAVELUY,59255,3200,3.4,50.35
GHYVELDE,59254,3200,2.53333,51.05
QUAROUBLE,59243,3200,3.61667,50.3833
BERLAIMONT,59145,3200,3.81667,50.2
HORNAING,59171,3200,3.33333,50.3667
BETHISY-SAINT-PIERRE,60320,3200,2.81667,49.3
SAINT-GEORGES-DES-GROSEILLERS,61100,3200,-0.573333,48.7703
LA ROCHE-BLANCHE,63670,3200,3.13333,45.7
MAULEON-LICHARRE,64130,3200,-0.883333,43.2333
ODOS,65310,3200,0.05,43.2
SELTZ,67470,3200,8.1,48.8833
SARRE-UNION,67260,3200,7.08333,48.9333
OBERHOFFEN-SUR-MODER,67240,3200,7.86667,48.7833
BISCHOFFSHEIM,67870,3200,7.48333,48.4833
HOCHFELDEN,67270,3200,7.56667,48.75
MORSCHWILLER-LE-BAS,68790,3200,7.26667,47.75
ARNAS,69400,3200,4.7,46.0167
LISSIEU,69380,3200,4.75,45.8667
MESSIMY,69510,3200,4.67417,45.6981
CERANS-FOULLETOURTE,72330,3200,0.066667,47.8333
MAYET,72360,3200,0.283333,47.7667
QUINCAMPOIX,76230,3200,1.18333,49.5333
MONTRY,77450,3200,2.83333,48.8833
SAINT-MAMMES,77670,3200,2.81667,48.3833
VARENNES-SUR-SEINE,77130,3200,2.91667,48.3667
FLIXECOURT,80420,3200,2.08333,50.0167
AILLY-SUR-SOMME,80470,3200,2.2,49.9167
REALMONT,81120,3200,2.2,43.7833
CARNOULES,83660,3200,6.18333,43.3
PIGNANS,83790,3200,6.21667,43.3
CAROMB,84330,3200,5.1,44.1167
CHATEAUNEUF-DE-GADAGNE,84470,3200,4.93333,43.9333
LES LUCS-SUR-BOULOGNE,85170,3200,-1.5,46.8333
LA CHAIZE-LE-VICOMTE,85310,3200,-1.3,46.6667
CUGAND,85610,3200,-1.25,47.0667
BRIENON-SUR-ARMANCON,89210,3200,3.61667,48
OFFEMONT,90300,3200,6.88333,47.6667
GIROMAGNY,90200,3200,6.83333,47.75
ESSERT,90850,3200,6.81667,47.6333
CERNY,91590,3200,2.31667,48.4667
MEREVILLE,91660,3200,2.08333,48.3167
MARINES,95640,3200,1.98333,49.15
BASTELICACCIA,20129,3200,8.8239,41.9239
PRUNELLI-DI-FIUMORBO,20243,3200,9.32473,42.0106
VILLE-DI-PIETRABUGNO,20200,3200,9.43112,42.7134
CHATILLON-EN-MICHAILLE,1200,3100,5.78333,46.1333
FEILLENS,1570,3100,4.88333,46.3333
LE TIGNET,6530,3100,6.85,43.65
MIREPOIX,9500,3100,1.88333,43.0833
BRIENNE-LE-CHATEAU,10500,3100,4.53333,48.4
VILLEMOUSTAUSSOU,11620,3100,2.36667,43.25
SEBAZAC-CONCOURES,12740,3100,2.6,44.4167
SAINT-SAVOURNIN,13119,3100,5.53333,43.4
MOURIES,13890,3100,4.86667,43.6833
SAINT-MICHEL,16470,3100,0.1,45.65
ARVERT,17530,3100,-1.13333,45.7333
MONTENDRE,17130,3100,-0.4,45.2833
SAINTE-MARIE-DE-RE,17740,3100,-1.3,46.15
ARGENTAT,19400,3100,1.93333,45.1
GEVREY-CHAMBERTIN,21220,3100,4.95,47.2333
SAINT-QUAY-PORTRIEUX,22410,3100,-2.83333,48.65
PLANCOET,22130,3100,-2.25,48.5333
PLOUBEZRE,22300,3100,-3.45,48.7
THIVIERS,24800,3100,0.916667,45.4167
DIEULEFIT,26220,3100,5.06667,44.5167
PLEYBER-CHRIST,29410,3100,-3.86667,48.5
BERNIS,30620,3100,4.28333,43.7667
SALINDRES,30340,3100,4.16667,44.1667
BESSIERES,31660,3100,1.61667,43.8
MONTASTRUC-LA-CONSEILLERE,31380,3100,1.6,43.7167
SAINT-CIERS-SUR-GIRONDE,33820,3100,-0.616667,45.3
PORTIRAGNES,34420,3100,3.33333,43.3
LESPIGNAN,34710,3100,3.16667,43.2667
MONTGERMONT,35760,3100,-1.71667,48.15
MAURE-DE-BRETAGNE,35330,3100,-1.98333,47.9
SAINT-AUBIN-D'AUBIGNE,35250,3100,-1.6,48.25
BOURGBARRE,35230,3100,-1.61667,48
VOUVRAY,37210,3100,0.8,47.4167
CHAMP-SUR-DRAC,38560,3100,5.73333,45.0667
SAINT-ROMAIN-DE-JALIONAS,38460,3100,5.21667,45.75
SAINT-GEORGES-D'ESPERANCHE,38790,3100,5.06667,45.55
MONTMOROT,39570,3100,5.51667,46.6833
SANGUINET,40460,3100,-1.075,44.4833
SEIGNOSSE,40510,3100,-1.36667,43.6833
BOEN,42130,3100,3.98333,45.7333
SAVIGNEUX,42600,3100,4.08333,45.6167
SAINTE-FLORINE,43250,3100,3.33333,45.4
SAINT-MALO-DE-GUERSAC,44550,3100,-2.16667,47.35
PAIMBOEUF,44560,3100,-2.03333,47.2833
MALVILLE,44260,3100,-1.86667,47.3667
BATZ-SUR-MER,44740,3100,-2.48333,47.2833
TRAINOU,45470,3100,2.1,47.9667
SAINT-CYR-EN-VAL,45590,3100,1.96667,47.8333
CLERY-SAINT-ANDRE,45370,3100,1.75,47.8167
SAINT-AY,45130,3100,1.75,47.85
CHATILLON-SUR-LOIRE,45360,3100,2.75,47.5833
LANGOGNE,48300,3100,3.85,44.7167
VILLAINES-LA-JUHEL,53700,3100,-0.283333,48.35
CHALIGNY,54230,3100,6.08333,48.6333
THIERVILLE-SUR-MEUSE,55840,3100,5.35,49.1667
SULNIAC,56250,3100,-2.56667,47.6833
PONT-SCORFF,56620,3100,2.59695,47.8342
LOCOAL-MENDON,56550,3100,-3.1,47.7167
FONTOY,57650,3100,6,49.35
WOUSTVILLER,57145,3100,7.01667,49.0667
LEZENNES,59260,3100,3.11667,50.6167
WIGNEHIES,59212,3100,4,50.0167
EMMERIN,59320,3100,3,50.6
LE PLESSIS-BELLEVILLE,60330,3100,2.76667,49.1
GRANDVILLIERS,60210,3100,1.93333,49.6667
NEUILLY-EN-THELLE,60530,3100,2.28333,49.2167
PONT-A-VENDIN,62880,3100,2.88333,50.4667
HULLUCH,62410,3100,2.81667,50.4833
EPERLECQUES,62910,3100,2.15,50.8
MERLIMONT,62155,3100,1.61667,50.45
ALLOUAGNE,62157,3100,2.5,50.5333
CHATEAUGAY,63119,3100,3.1,45.85
SAINT-GENES-CHAMPANELLE,63122,3100,3.01667,45.7167
ARCANGUES,64200,3100,-1.51667,43.4333
PEZILLA-LA-RIVIERE,66370,3100,2.76667,42.7
TORREILLES,66440,3100,2.98333,42.75
SCHERWILLER,67750,3100,7.41667,48.2833
GERSTHEIM,67150,3100,7.71667,48.3833
HEGENHEIM,68220,3100,7.53333,47.5667
TORCY,71210,3100,4.45,46.7667
MONTFORT-LE-GESNOIS,72450,3100,0.403611,48.0484
TRESSERVE,73100,3100,5.9,45.6667
ALBENS,73410,3100,5.95,45.7833
AIGUEBLANCHE,73260,3100,6.5,45.5
VALLEIRY,74520,3100,5.96667,46.1167
SAINT-CERGUES,74140,3100,6.31667,46.2333
SAINT-JEOIRE,74490,3100,6.46667,46.15
LES HOUCHES,74310,3100,6.8,45.8833
BLANGY-SUR-BRESLE,76340,3100,1.63333,49.9333
AMFREVILLE-LA-MI-VOIE,76920,3100,1.11667,49.4
BOOS,76520,3100,1.2,49.3833
CANY-BARVILLE,76450,3100,0.633333,49.7833
BOISSY-LE-CHATEL,77169,3100,3.13333,48.8167
DAMPMART,77400,3100,2.73333,48.8833
GUIGNES,77390,3100,2.79861,48.6359
CHATEAU-LANDON,77570,3100,2.7,48.15
COLLEGIEN,77090,3100,2.66667,48.8333
VERNEUIL-L'ETANG,77390,3100,2.83333,48.6333
MONTFORT-L'AMAURY,78490,3100,1.81667,48.7833
AIRVAULT,79600,3100,-0.15,46.8333
MONCOUTANT,79320,3100,-0.583333,46.7167
VOUILLE,79230,3100,-0.366667,46.3167
RUE,80120,3100,1.66667,50.2667
BLAYE-LES-MINES,81400,3100,2.13333,44.0167
CARCES,83570,3100,6.18333,43.4667
BEDOIN,84410,3100,5.16667,44.1167
VILLELAURE,84530,3100,5.43333,43.7167
VELLERON,84740,3100,5.03333,43.95
MONTAMISE,86360,3100,0.433333,46.6167
DANGE-SAINT-ROMAIN,86220,3100,0.605833,46.9364
VIVONNE,86370,3100,0.266667,46.4333
FRAIZE,88230,3100,7,48.1833
CHANTRAINE,88000,3100,6.43333,48.1667
PONT-SUR-YONNE,89140,3100,3.2,48.2833
APPOIGNY,89380,3100,3.53333,47.8833
GRANDVILLARS,90600,3100,6.96667,47.55
BOUTIGNY-SUR-ESSONNE,91820,3100,2.3775,48.4359
ETIOLLES,91450,3100,2.46667,48.6333
BRUYERES-LE-CHATEL,91680,3100,2.2,48.6
SAINT-ANDRE-DE-CORCY,1390,3000,4.95,45.9167
LA FERE,2800,3000,3.36667,49.6667
FRESNOY-LE-GRAND,2230,3000,3.41667,49.95
EZE,6360,3000,7.36667,43.7167
ROSIERES-PRES-TROYES,10430,3000,4.06667,48.2667
ARCIS-SUR-AUBE,10700,3000,4.13333,48.5333
BARAQUEVILLE,12160,3000,2.43361,44.2778
PEYNIER,13790,3000,5.65,43.45
ORGON,13660,3000,5.03333,43.7833
VILLERS-BOCAGE,14310,3000,-0.65,49.0833
LE MOLAY-LITTRY,14330,3000,-0.883333,49.25
MAGNAC-SUR-TOUVRE,16600,3000,0.233333,45.6667
SOUBISE,17780,3000,-1,45.9333
VENAREY-LES-LAUMES,21150,3000,4.43333,47.5333
ETABLES-SUR-MER,22680,3000,1.16472,48.6264
LALINDE,24150,3000,0.733333,44.8333
NOTRE-DAME-DE-SANILHAC,24660,3000,0.716667,45.1167
SAINT-JEAN-EN-ROYANS,26190,3000,5.3,45.0167
MILIZAC,29290,3000,-4.56667,48.4667
PLOGONNEC,29180,3000,-4.18333,48.0833
GUILVINEC,29730,3000,3.71611,47.7953
LE FOLGOET,29260,3000,-4.33333,48.5667
JONQUIERES-SAINT-VINCENT,30300,3000,4.56334,43.8281
MONTFRIN,30490,3000,4.6,43.8833
SEILH,31840,3000,1.35,43.7
VERFEIL,31590,3000,1.66083,43.6575
BOULIAC,33270,3000,-0.516667,44.8167
ARSAC,33460,3000,-0.683333,45
SAINT-AUNES,34130,3000,3.96667,43.6333
CAPESTANG,34310,3000,3.03333,43.3333
BOUJAN-SUR-LIBRON,34760,3000,3.25,43.3667
DOMLOUP,35410,3000,0.476945,48.062
SAVONNIERES,37510,3000,0.55,47.35
AZAY-SUR-CHER,37270,3000,0.85,47.35
LA MEMBROLLE-SUR-CHOISILLE,37390,3000,0.639444,47.4381
LES ABRETS,38490,3000,5.58333,45.5333
LE TOUVET,38660,3000,5.95,45.35
SAINT-JEAN-DE-MOIRANS,38430,3000,5.58333,45.3333
APPRIEU,38140,3000,5.5,45.4
BERNIN,38190,3000,5.86667,45.2667
SALINS-LES-BAINS,39110,3000,5.88333,46.95
LES ROUSSES,39220,3000,6.06667,46.4833
TARTAS,40400,3000,-0.8,43.8333
BOURG-ARGENTAL,42220,3000,4.55,45.3
DUNIERES,43220,3000,4.33333,45.2167
COUBON,43700,3000,3.91667,45
FAY-DE-BRETAGNE,44130,3000,-1.8,47.4167
DERVAL,44590,3000,-1.66667,47.6667
SAINT-NICOLAS-DE-REDON,44460,3000,-2.06667,47.65
SAINT-COLOMBAN,44310,3000,0.41639,47.0089
MAUVES-SUR-LOIRE,44470,3000,-1.4,47.3
MONTAYRAL,47500,3000,0.983333,44.4833
SEICHES-SUR-LE-LOIR,49140,3000,-0.366667,47.5833
LA TESSOUALLE,49280,3000,-0.85,47
MAULEVRIER,49360,3000,-0.75,47.0167
BREHAL,50290,3000,-1.51667,48.9
DORMANS,51700,3000,3.63333,49.0667
WASSY,52130,3000,4.95,48.5
HAUCOURT-MOULAINE,54860,3000,5.8,49.4833
DAMELEVIERES,54360,3000,6.38333,48.55
CUSTINES,54670,3000,6.15,48.8
MERLEVENEZ,56700,3000,-3.23333,47.7333
SERENT,56460,3000,-2.5,47.8167
ROSSELANGE,57780,3000,6.06667,49.2667
COURCELLES-CHAUSSY,57530,3000,6.4,49.1167
SAINT-JULIEN-LES-METZ,57070,3000,6.2,49.1333
HOYMILLE,59492,3000,2.45,50.9833
CHERENG,59152,3000,3.21667,50.6167
SALOME,59496,3000,2.83333,50.5333
TRELON,59132,3000,4.1,50.0667
WILLEMS,59780,3000,3.23333,50.6333
SAINS-DU-NORD,59177,3000,4,50.1
PONTPOINT,60700,3000,2.65,49.3
CHAUMONT-EN-VEXIN,60240,3000,1.88333,49.2667
BURY,60250,3000,2.35,49.3167
DROCOURT,62320,3000,2.91667,50.3833
CAUCHY-A-LA-TOUR,62260,3000,2.45,50.5
ELEU-DIT-LEAUWETTE,62300,3000,2.81667,50.4167
CHOCQUES,62920,3000,2.56667,50.5333
VERTAIZON,63910,3000,3.3,45.7667
SOUES,65430,3000,0.1,43.2
SOREDE,66690,3000,2.95,42.5333
BAHO,66540,3000,2.83333,42.7
ESPIRA-DE-L'AGLY,66600,3000,2.83333,42.7833
LAMPERTHEIM,67450,3000,7.7,48.65
HOLTZHEIM,67810,3000,7.63333,48.55
SAINT-JEAN-D'ARDIERES,69220,3000,4.73333,46.1167
LIMONEST,69760,3000,4.76667,45.8333
VOURLES,69390,3000,4.78333,45.6667
ECHENOZ-LA-MELINE,70000,3000,6.13333,47.6
PORT-SUR-SAONE,70170,3000,06.05,47.6833
SENNECEY-LE-GRAND,71240,3000,4.86667,46.65
TELOCHE,72220,3000,0.266667,47.8833
THORENS-GLIERES,74570,3000,6.25,45.9833
MAGLAND,74300,3000,6.61667,46.0167
FILLINGES,74250,3000,6.33333,46.1667
CHAUMES-EN-BRIE,77390,3000,2.85,48.6667
LA ROCHETTE,77000,3000,2.66667,48.5
FEUCHEROLLES,78810,3000,1.96667,48.8667
NEAUPHLE-LE-CHATEAU,78640,3000,1.9,48.8167
FRONTENAY-ROHAN-ROHAN,79270,3000,-0.533333,46.25
PUYLAURENS,81700,3000,2.01667,43.5667
CALLIAN,83440,3000,6.75,43.6333
BARJOLS,83670,3000,6,43.55
GARGAS,84400,3000,5.38333,43.9
COEX,85220,3000,-1.76667,46.6833
VILLENEUVE-LA-GUYARD,89340,3000,3.06667,48.3333
SACLAY,91400,3000,2.16667,48.7333
ALATA,20167,3000,8.74306,41.977
SARTENE,20100,3000,8.97362,41.6209
CULOZ,1350,2900,5.78333,45.85
BAGE-LA-VILLE,1380,2900,4.95,46.3167
LA BOISSE,1120,2900,5.03333,45.85
BELIGNEUX,1360,2900,5.11667,45.8667
VILLIEU-LOYES-MOLLON,1800,2900,5.22223,45.9206
VOLX,4130,2900,5.85,43.8833
VALENSOLE,4210,2900,5.98333,43.8333
LE POUZIN,7250,2900,4.75,44.75
VARILHES,9120,2900,1.63333,43.05
SAINT-LYE,10600,2900,4,48.3667
SAINT-PARRES-AUX-TERTRES,10410,2900,4.11667,48.3
LA RIVIERE-DE-CORPS,10440,2900,4.03333,48.2833
AUNAY-SUR-ODON,14260,2900,-0.633333,49.0167
CHASSENEUIL-SUR-BONNIEURE,16260,2900,0.45,45.8239
LA FLOTTE,17630,2900,-1.33333,46.1833
COSNAC,19360,2900,1.6,45.1333
PLOMBIERES-LES-DIJON,21370,2900,4.96667,47.3333
MERDRIGNAC,22230,2900,-2.41667,48.2
PLEMET,22210,2900,-2.6,48.1833
LOUANNEC,22700,2900,-3.41667,48.8
LEHON,22100,2900,-2.05,48.4333
BOURGANEUF,23400,2900,1.75,45.95
MONTIGNAC,24290,2900,1.16139,45.0664
GASNY,27620,2900,1.6,49.0833
BEAUMONT-LE-ROGER,27170,2900,0.783333,49.0833
BOURGTHEROULDE-INFREVILLE,27520,2900,0.883333,49.3
BOURG-ACHARD,27310,2900,0.816667,49.35
VOVES,28150,2900,1.63333,48.2667
TAULE,29670,2900,-3.9,48.6
PONT-AVEN,29930,2900,-3.75,47.85
PLOZEVET,29710,2900,-4.41667,47.9833
FOURQUES,30300,2900,4.61056,43.6931
SAINT-QUENTIN-LA-POTERIE,30700,2900,4.43333,44.05
SAINT-JULIEN-LES-ROSIERS,30340,2900,4.10917,44.1739
AUZEVILLE-TOLOSANE,31320,2900,1.48333,43.5333
GAGNAC-SUR-GARONNE,31150,2900,1.36667,43.7
GIMONT,32200,2900,0.883333,43.6333
AMBES,33810,2900,-0.533333,45.0167
VILLEVEYRAC,34560,2900,3.6,43.5
LIGNAN-SUR-ORB,34490,2900,3.18333,43.3833
CORPS-NUDS,35150,2900,-1.58333,47.9833
LECOUSSE,35133,2900,-1.21667,48.3667
NOUVOITOU,35410,2900,-1.55,48.05
CHATILLON-SUR-INDRE,36700,2900,1.16667,46.9833
DOLOMIEU,38110,2900,5.5,45.6167
MONTALIEU-VERCIEU,38390,2900,5.4,45.8167
LE GRAND-LEMPS,38690,2900,5.41667,45.3833
SAINT-NAZAIRE-LES-EYMES,38330,2900,5.85334,45.2495
SAINT-VINCENT-DE-PAUL,40990,2900,-1,43.75
NARROSSE,40180,2900,-1,43.7
PANISSIERES,42360,2900,4.33333,45.7833
SAINT-GENEST-MALIFAUX,42660,2900,4.41667,45.3333
LE LANDREAU,44430,2900,-1.3,47.2
GUENROUET,44530,2900,-1.95,47.5167
CORDEMAIS,44360,2900,-1.88333,47.2833
LA CHAPELLE-HEULIN,44330,2900,-1.33333,47.1833
AIGREFEUILLE-SUR-MAINE,44140,2900,-1.4,47.0667
MONTBERT,44140,2900,-1.5,47.05
DORDIVES,45680,2900,2.76667,48.15
SEMOY,45400,2900,1.95,47.9333
LORRIS,45260,2900,2.51667,47.8833
COLAYRAC-SAINT-CIRQ,47450,2900,0.566667,44.2167
SAINTE-BAZEILLE,47200,2900,0.1,44.5333
CHATEAUNEUF-SUR-SARTHE,49330,2900,-0.483333,47.6833
CORNE,49250,2900,-0.35,47.4667
ALLONNES,49650,2900,0.0233333,47.2931
SOURDEVAL,50150,2900,-0.933333,48.7333
COSSE-LE-VIVIEN,53230,2900,-0.916667,47.95
LEXY,54720,2900,5.73333,49.5
CLEGUEREC,56480,2900,-3.08333,48.1167
PORT-LOUIS,56290,2900,-3.35,47.7167
LANDEVANT,56690,2900,-3.11667,47.7667
LE FAOUET,56320,2900,-3.5,48.0417
MACHEREN,57730,2900,6.76667,49.1
AGNETZ,60600,2900,2.38333,49.3833
DAMIGNY,61250,2900,0.0733333,48.4475
BURBURE,62151,2900,2.46667,50.5333
AUXI-LE-CHATEAU,62390,2900,2.11667,50.2333
EQUIHEN-PLAGE,62224,2900,1.56667,50.6833
SAUVAGNON,64230,2900,-0.383333,43.4
ALENYA,66200,2900,2.98333,42.6333
SALSES-LE-CHATEAU,66600,2900,2.91889,42.8328
VILLELONGUE-DE-LA-SALANQUE,66410,2900,2.98445,42.7278
COLLIOURE,66190,2900,3.08333,42.5167
SAINT-ANDRE,66690,2900,2.96667,42.55
TRUCHTERSHEIM,67370,2900,7.6,48.6667
DUTTLENHEIM,67120,2900,7.56667,48.5167
SOULTZ-SOUS-FORETS,67250,2900,7.88333,48.9333
VIEUX-THANN,68800,2900,7.13333,47.8
QUINCIEUX,69650,2900,4.78333,45.9167
RONCHAMP,70250,2900,6.65,47.7
OUROUX-SUR-SAONE,71370,2900,4.95,46.7167
CONNERRE,72160,2900,0.5,48.05
PRECIGNE,72300,2900,-0.316667,47.7667
YENNE,73170,2900,5.76667,45.7
SAINT-BALDOPH,73190,2900,5.95,45.5333
GROISY,74570,2900,6.18333,46.0167
MORZINE,74110,2900,6.71667,46.1833
GODERVILLE,76110,2900,0.366667,49.65
SERVON,77170,2900,2.58333,48.7167
MAGNE,79460,2900,-0.55,46.3167
BOVES,80440,2900,2.38333,49.85
CAYEUX-SUR-MER,80410,2900,1.48333,50.1833
MARSSAC-SUR-TARN,81150,2900,2.03333,43.9167
PUYGOUZON,81990,2900,2.16972,43.8925
PONT-DE-LARN,81660,2900,2.4,43.5
FLASSANS-SUR-ISSOLE,83340,2900,6.21667,43.3667
SIGNES,83870,2900,5.86667,43.3
GASSIN,83580,2900,6.58333,43.2167
LA MOTTE,83920,2900,6.51667,43.4833
LA GAUBRETIERE,85130,2900,-1.06667,46.95
BOURNEZEAU,85480,2900,-1.16667,46.6333
AUBIGNY,85430,2900,-1.45,46.6
LIGUGE,86240,2900,0.333333,46.5167
VENDEUVRE-DU-POITOU,86380,2900,0.316667,46.7333
DISSAY,86130,2900,0.433333,46.7
BESSINES-SUR-GARTEMPE,87250,2900,1.36667,46.1
SAINT-CLEMENT,89100,2900,3.3,48.2167
MARGENCY,95580,2900,2.3,49
BONIFACIO,20169,2900,9.16056,41.3881
L'ILE-ROUSSE,20220,2900,8.93751,42.635
PENTA-DI-CASINCA,20213,2900,9.45973,42.4675
LE NOUVION-EN-THIERACHE,2170,2800,3.78333,50.0167
AURIBEAU-SUR-SIAGNE,6810,2800,6.91667,43.6
LE BAR-SUR-LOUP,6620,2800,6.98889,43.7014
VILLENEUVE-DE-BERG,7170,2800,4.5,44.55
DAVEZIEUX,7430,2800,4.71667,45.25
LES VANS,7140,2800,4.13333,44.4
BOZOULS,12340,2800,2.71667,44.4667
PLAN-D'ORGON,13750,2800,5,43.8
LA DESTROUSSE,13112,2800,5.6,43.3667
ISIGNY-SUR-MER,14230,2800,-1.1,49.3167
CONFOLENS,16500,2800,0.666667,46.0167
LA JARRIE,17220,2800,-1.01667,46.1333
PLEUDIHEN-SUR-RANCE,22690,2800,0.0480566,48.5109
QUINTIN,22800,2800,-2.91667,48.4
BROONS,22250,2800,-2.26667,48.3167
PABU,22200,2800,-3.13333,48.5833
LE BUGUE,24260,2800,0.933333,44.9167
MUSSIDAN,24400,2800,0.366667,45.0333
LA ROCHE-CHALAIS,24490,2800,0.016667,45.15
LES FINS,25500,2800,6.63333,47.0833
MONTMEYRAN,26120,2800,4.98333,44.8333
COURVILLE-SUR-EURE,28190,2800,1.25,48.45
PLOUVORN,29420,2800,-4.03333,48.5833
MONTBERON,31140,2800,1.48333,43.7167
MONTESQUIEU-VOLVESTRE,31310,2800,1.23333,43.2167
FONBEAUZARD,31140,2800,1.45,43.6833
SAINT-SEURIN-SUR-L'ISLE,33660,2800,-0.00166667,45.0167
FARGUES-SAINT-HILAIRE,33370,2800,-0.45,44.8167
HOURTIN,33990,2800,-1.06667,45.2
VIC-LA-GARDIOLE,34110,2800,3.8,43.4833
PUISSERGUIER,34620,2800,3.03333,43.3667
MONTBAZIN,34560,2800,3.68333,43.5167
CHABRIS,36210,2800,1.65,47.25
LEVROUX,36110,2800,1.61667,46.9833
VERNOU-SUR-BRENNE,37210,2800,0.85,47.4167
BEAUMONT-EN-VERON,37420,2800,0.183333,47.2
